,inspect_name,address,latitude,longitude,inspectionidnumber,dateofinspection,inspectiontype,inspectionscore,updated,yelp_categories,yelp_name,yelp_id,yelp_price,yelp_url,yelp_transactions,yelp_phone,yelp_rating,yelp_reviews,google_name,google_id,google_rating,google_reviews,google_price,agg_rating,total_reviews
799,SIDEWALK KITCHEN,"817 SE Washington Ave, Minneapolis, MN 55414, United States",44.97385,-93.22626,"[203828, 225449, 225448, 273440, 330868]","['2017/09/13', '2017/11/13', '2018/09/26', '2019/09/30', '2019/11/26']","['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']","[78, 96, 92, 90, 92]","Fri, Mar 13, 2020 at 02:57 AM","['Chinese', 'Seafood', 'Asian Fusion']",Sidewalk Kitchen,YU-m4roZJo6srfCQ1XELxw,$$,https://www.yelp.com/biz/sidewalk-kitchen-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 379-9999,4.0,104.0,Sidewalk Kitchen,ChIJ_xfZrBgts1IR1VmbjZTqqR0,4.4,140,2.0,4.23,244.0
800,SIFT GLUTEN FREE,"4557 Bloomington Ave, Minneapolis, MN 55407, United States",44.91985,-93.25201,[287864],['2019/04/25'],['Routine'],[92],"Fri, Mar 13, 2020 at 02:57 AM",['Bakeries'],Sift Bakery,a69jAHZRn5RksDAbO9eQUQ,$,https://www.yelp.com/biz/sift-bakery-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],,4.5,53.0,Sift Gluten Free,ChIJnRx-P3wo9ocRF0b1GnrdkUU,4.7,345,2.0,4.67,398.0
801,SIKORAS POLISH MARKET & DELI,"1625 Washington St NE, Minneapolis, MN 55413, United States",45.00503,-93.25719,"[23107, 216802, 272508, 272507]","['2017/08/14', '2018/08/14', '2018/09/13', '2019/08/14']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[92, 84, 96, 98]","Fri, Mar 13, 2020 at 02:57 AM","['Polish', 'Delis']",Sikora's Polish Market & Deli,ktRQ7XV2SpvJhNcXvRJwAA,$$,https://www.yelp.com/biz/sikoras-polish-market-and-deli-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 789-0907,5.0,22.0,Sikora's Polish Market,ChIJO5zSP2cys1IR5WYlDVAJUyU,4.8,259,,4.82,281.0
802,SIMPLS,"950 Nicollet Mall #205, Minneapolis, MN 55403, United States",44.97479,-93.27499,"[242462, 243346]","['2018/02/14', '2019/03/18']","['Routine', 'Routine']","[98, 96]","Fri, Mar 13, 2020 at 02:57 AM","['Soup', 'Coffee & Tea', 'Breakfast & Brunch']",Simpls,lYlS2TD0sleYjTQ6y-7N1Q,,https://www.yelp.com/biz/simpls-minneapolis-5?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 353-4169,5.0,9.0,Simpls,ChIJ3Ytf8pYys1IRD9DB9cb70W0,5.0,15,,5.0,24.0
803,SIMPLS,"601 S Marquette Ave #210, Minneapolis, MN 55402, United States",44.97686,-93.26995,"[242465, 243776, 243777, 302185]","['2018/02/22', '2018/04/03', '2019/02/28', '2020/02/27']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[100, 100, 100, 94]","Fri, Mar 13, 2020 at 02:57 AM","['Coffee & Tea', 'Soup', 'Breakfast & Brunch']",Simpls,NYVqa0arRssFjM02Bdr_Bg,$$,https://www.yelp.com/biz/simpls-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 223-8545,4.5,44.0,Simpls,ChIJjZwQH5oys1IRn5qZTbvmBjw,4.8,44,,4.65,88.0
804,SIMPLS,"712 Washington Ave SE, Minneapolis, MN 55414, United States",44.97338,-93.22823,[309925],['2019/07/01'],['Routine'],[100],"Fri, Mar 13, 2020 at 02:57 AM","['Coffee & Tea', 'Soup', 'Breakfast & Brunch']",Simpls,Oh1GVCiFsXuyfqthY7_x5w,,https://www.yelp.com/biz/simpls-minneapolis-8?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 354-7797,5.0,1.0,Simpls,ChIJD-aZZUcts1IRQD4z7_5PUiM,4.8,66,,4.8,67.0
805,SIP COFFEEBAR,"34 13th Ave NE, Minneapolis, MN 55413, United States",44.99914,-93.27166,"[23205, 180903, 234746, 285928]","['2017/01/03', '2017/12/04', '2018/12/14', '2019/12/13']","['Routine', 'Routine', 'Routine', 'Routine']","[96, 100, 96, 98]","Fri, Mar 13, 2020 at 02:57 AM","['Coffee & Tea', 'Breakfast & Brunch', 'Sandwiches']",Sip Coffeebar,XGXI1C69atE2FSydofakAw,$,https://www.yelp.com/biz/sip-coffeebar-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 331-1686,4.0,70.0,Sip Coffeebar,ChIJb426kXoys1IRzuGkVuVP6WI,4.4,121,1.0,4.25,191.0
806,SISTERS SLUDGE COFFEE CAFE AND WINE BAR,"3746 23rd Ave S, Minneapolis, MN 55407, United States",44.93434,-93.23916,"[228099, 236951, 236950, 290904]","['2017/12/28', '2018/02/14', '2019/01/16', '2020/01/13']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[94, 100, 98, 96]","Fri, Mar 13, 2020 at 02:57 AM","['Coffee & Tea', 'Wine Bars', 'Beer Bar']",Sisters' Sludge Coffee Cafe and Wine Bar,7er5CjxRLgDBHO076lxwjA,$,https://www.yelp.com/biz/sisters-sludge-coffee-cafe-and-wine-bar-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 722-3933,4.5,18.0,Sisters' Sludge Coffee Cafe and Wine Bar,ChIJtzjivWoo9ocRZi57ad45jXo,4.6,282,1.0,4.59,300.0
807,SKYWAY EXPRESS,"730 2nd Ave S #299, Minneapolis, MN 55402, United States",44.97528,-93.27049,"[307421, 312915, 315810]","['2019/05/30', '2019/07/17', '2019/08/13']","['Routine', 'Follow-Up', 'Follow-Up']","[64, 76, 100]","Fri, Mar 13, 2020 at 02:57 AM","['Breakfast & Brunch', 'Chinese']",Skyway Express,-X5zA6elDLNwdO63BSidPA,,https://www.yelp.com/biz/skyway-express-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 746-1990,2.5,2.0,Skyway Express,ChIJYycV3Jkys1IRT9nQK9Ac6Yg,4.5,85,1.0,4.45,87.0
808,SKYWAY WOK,"250 2nd Ave S, Minneapolis, MN 55401, United States",44.98025,-93.26627,"[180137, 236731, 236730, 286264]","['2017/12/21', '2018/02/12', '2018/12/18', '2019/12/16']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[90, 100, 94, 100]","Fri, Mar 13, 2020 at 02:57 AM",['Chinese'],Skyway Wok,U_P2c1nOyex1KMJbQwM3Dw,$,https://www.yelp.com/biz/skyway-wok-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 673-9669,4.0,68.0,Skyway Wok,ChIJk2aIm4Uys1IR8iE9rVdxGts,4.5,274,1.0,4.4,342.0
809,SMACK SHACK,"603 N Washington Ave, Minneapolis, MN 55401, United States",44.98694,-93.27658,"[29317, 196787, 199900, 196786, 248294, 248293, 313410]","['2017/04/24', '2017/05/23', '2017/06/29', '2018/04/19', '2018/05/30', '2019/06/06', '2019/07/05']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[64, 86, 100, 86, 96, 84, 98]","Fri, Mar 13, 2020 at 02:57 AM","['Seafood', 'American (Traditional)', 'Bars']",Smack Shack,L9-URJtUCfQu4DpDh-d6wQ,$$,https://www.yelp.com/biz/smack-shack-minneapolis-4?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 259-7288,4.0,929.0,Smack Shack,ChIJj2Sea4kys1IR8FbtTsPKoug,4.5,2398,2.0,4.36,3327.0
810,SMITH & PORTER/PORTER CAFE,"428 S 2nd St, Minneapolis, MN 55401, United States",44.98046,-93.26096,"[232448, 252259, 252258, 338370]","['2018/06/06', '2018/08/03', '2019/12/05', '2020/01/09']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[88, 96, 80, 98]","Fri, Mar 13, 2020 at 02:57 AM","['Cocktail Bars', 'American (New)', 'Breakfast & Brunch']",Smith & Porter Restaurant + Bar,We6_onBqRDmA2H-dpq6R2A,$$$,https://www.yelp.com/biz/smith-and-porter-restaurant-bar-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 249-5503,4.0,78.0,Smith & Porter | Restaurant + Bar,ChIJQ5EAomIts1IRtFRrna8dosw,4.1,163,2.0,4.07,241.0
811,SMOKE IN THE PIT,"3733 Chicago Ave, Minneapolis, MN 55407, United States",44.93495,-93.26211,"[29365, 222810, 222809, 272115, 272114]","['2017/08/22', '2017/10/19', '2018/09/10', '2018/10/22', '2019/09/24']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine']","[78, 98, 90, 100, 100]","Fri, Mar 13, 2020 at 02:57 AM","['Barbeque', 'Soul Food']",Smoke In The Pit,w-SNKgqgNcsEq7Npv2NfEw,$,https://www.yelp.com/biz/smoke-in-the-pit-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 315-3145,4.5,190.0,Smoke in the Pit,ChIJiWW7oOAn9ocRdTRSjJpMG4Y,4.4,389,1.0,4.43,579.0
812,SNEAKY PETE'S BAR & GRILL,"14 N 5th St, Minneapolis, MN 55403, United States",44.98012,-93.27276,"[29419, 202508, 208353, 202507, 253627, 253626, 314511]","['2017/06/21', '2017/07/27', '2017/09/08', '2018/06/27', '2018/07/27', '2019/06/25', '2019/07/24']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[86, 96, 100, 84, 100, 90, 94]","Fri, Mar 13, 2020 at 02:57 AM",['Sports Bars'],Sneaky Pete's,xtrvy0rFuENejBO2702yew,$,https://www.yelp.com/biz/sneaky-petes-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 333-8820,2.5,117.0,Sneaky Pete's,ChIJswEwapAys1IReJrZMLqdMyw,4.0,1088,2.0,3.85,1205.0
813,SO GOOD ASIAN,"230 South 6th St, Minneapolis, MN 55402, United States",44.9769,-93.26762,"[29465, 181186, 237301, 287065, 287155]","['2017/01/09', '2018/01/09', '2019/01/08', '2019/02/19', '2020/01/06']","['Routine', 'Routine', 'Routine', 'Follow-Up', 'Routine']","[100, 100, 90, 100, 96]","Fri, Mar 13, 2020 at 02:57 AM",['Chinese'],So Good Asian,V-7qYsL2gw0W8YWmC7J4cQ,$,https://www.yelp.com/biz/so-good-asian-minneapolis-3?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 338-2366,4.0,16.0,So Good Asian,ChIJvQ_YYpkys1IRB6L8_v6fd-o,4.1,38,,4.07,54.0
814,SO GOOD SO YOU,"950 Nicollet Mall Skyway #265, Minneapolis, MN 55403, United States",44.97479,-93.27499,"[245492, 250971, 250970, 309865]","['2018/05/08', '2018/06/14', '2019/05/02', '2019/05/21']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[92, 100, 86, 100]","Fri, Mar 13, 2020 at 02:57 AM",['Juice Bars & Smoothies'],So Good So You,GWOctQ-4jvI1_Ghsv5azBg,$,https://www.yelp.com/biz/so-good-so-you-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 354-2779,4.5,10.0,So Good So You,ChIJaYfmJlIzs1IRrEvcT-8G4GE,5.0,6,,4.69,16.0
815,SOHO CAFE,"2532 Hennepin Ave, Minneapolis, MN 55405, United States",44.95613,-93.29692,"[29643, 229612, 229611, 276681]","['2017/09/29', '2017/12/18', '2018/10/01', '2019/10/02']","['Routine', 'Follow-Up', 'Routine', 'Routine']","[90, 94, 98, 94]","Fri, Mar 13, 2020 at 02:57 AM","['Pizza', 'Greek', 'Italian']",Soho Cafe,2KrwiBR-ib2tSPnaGLXkMA,$,https://www.yelp.com/biz/soho-cafe-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 377-7996,4.0,79.0,Soho Cafe,ChIJDdGbytUys1IRI8uymz1n1jg,4.5,264,1.0,4.38,343.0
816,SONNY'S CAFE,"3403 Lyndale Ave S, Minneapolis, MN 55408, United States",44.94116,-93.28782,"[29760, 200934, 252922]","['2017/06/01', '2018/06/15', '2019/06/14']","['Routine', 'Routine', 'Routine']","[96, 100, 100]","Fri, Mar 13, 2020 at 02:57 AM","['Ice Cream & Frozen Yogurt', 'Gelato', 'Coffee & Tea']",Sonny's Ice Cream,-8whpSTklvnMz9oANZTH-w,$$,https://www.yelp.com/biz/sonnys-ice-cream-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 824-3868,4.0,118.0,Sonny's Ice Cream Cafe,ChIJjz5eh5An9ocR14-ApqzIa40,4.6,222,2.0,4.39,340.0
817,SONORA GRILL LONGFELLOW,"3300 E Lake St, Minneapolis, MN 55406, United States",44.94869,-93.22392,"[29791, 223140, 223139, 271445, 277283, 286290, 271444, 328475, 335842, 339834]","['2017/08/22', '2017/10/11', '2018/09/07', '2018/10/23', '2018/12/20', '2019/02/06', '2019/09/04', '2019/11/04', '2019/12/27', '2020/02/26']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up']","[88, 96, 78, 86, 92, 96, 60, 80, 84, 98]","Fri, Mar 13, 2020 at 02:57 AM","['Latin American', 'Mexican', 'Bars']",Sonora Grill,xkR6J0RRGGsA79-7sU6Fvg,$$,https://www.yelp.com/biz/sonora-grill-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 722-2500,4.0,223.0,Sonora Grill,ChIJAdCxly4o9ocR03OZCTqfGJA,4.5,776,2.0,4.39,999.0
818,SORRENTO CUCINA,"Northstar Center West, 625 S Marquette Ave, Minneapolis, MN 55402, United States",44.97642,-93.27017,"[29810, 203839, 203838, 255592, 255591, 316361]","['2017/07/11', '2017/08/30', '2018/07/18', '2018/08/27', '2019/07/18', '2019/09/09']","['Routine', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[70, 96, 82, 98, 90, 92]","Fri, Mar 13, 2020 at 02:57 AM","['Pizza', 'Italian', 'Sandwiches']",Sorrento Pizza & Pasta,n_hLW5hb-0VzNH8NfHRnKQ,$,https://www.yelp.com/biz/sorrento-pizza-and-pasta-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 376-0696,4.5,42.0,Sorrento Cucina,ChIJY80bT5oys1IR7Vx6ZcODqO8,4.5,88,1.0,4.5,130.0
819,SOTAROL,"5005 Ewing Ave S, Minneapolis, MN 55410, United States",44.91218,-93.3274,"[29854, 196841, 245970, 245969]","['2017/02/22', '2018/03/12', '2018/05/01', '2019/03/22']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[94, 90, 96, 98]","Fri, Mar 13, 2020 at 02:57 AM","['Sushi Bars', 'Asian Fusion', 'Gluten-Free']",SotaRol,rOkQe_PZfpi9qCC9W9DZtQ,$$,https://www.yelp.com/biz/sotarol-minneapolis-7?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['delivery', 'pickup']",(612) 315-3659,3.5,149.0,Sotarol Asian Kitchen,ChIJ807tNtgm9ocRUDgA84O_cIs,4.0,207,2.0,3.79,356.0
820,SOTAROL,"309 SE Oak St, Minneapolis, MN 55414, United States",44.9731,-93.22669,"[189148, 196609, 196608, 247530, 307065]","['2017/04/06', '2017/05/04', '2018/04/05', '2019/03/26', '2019/04/30']","['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']","[82, 96, 100, 86, 100]","Fri, Mar 13, 2020 at 02:57 AM","['Sushi Bars', 'Asian Fusion', 'Ramen']",SotaRol,E_ih_-ueveTLlyXZVKk2Qg,$$,https://www.yelp.com/biz/sotarol-minneapolis-6?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(312) 331-3978,3.0,43.0,Sotarol Asian Kitchen,ChIJ75L8dyIts1IR8qRcK7AFW-M,3.9,99,1.0,3.63,142.0
821,SOTAROL UPTOWN,"2935 Girard Ave S, Minneapolis, MN 55408, United States",44.94885,-93.29663,"[194952, 204578, 255565, 254817]","['2017/07/15', '2018/07/18', '2018/09/11', '2019/07/18']","['Routine', 'Routine', 'Follow-Up', 'Routine']","[94, 92, 100, 100]","Fri, Mar 13, 2020 at 02:57 AM","['Asian Fusion', 'Sushi Bars', 'Ramen']",SotaRol,pdoKdMJe20wU5BSx_v4e2w,$$,https://www.yelp.com/biz/sotarol-minneapolis-8?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 353-4209,3.5,27.0,Sotarol Asian Kitchen,ChIJm0_VloEn9ocRHcEdcTlPQm4,3.9,53,1.0,3.76,80.0
822,SOUL BOWL,"520 N 4th St, Minneapolis, MN 55401, United States",44.98493,-93.27707,"[307655, 330408, 335622, 337976, 340165]","['2019/09/23', '2019/10/31', '2019/11/26', '2020/01/02', '2020/02/03']","['Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up']","[88, 88, 86, 88, 94]","Fri, Mar 13, 2020 at 02:57 AM","['Soul Food', 'Caribbean', 'Desserts']",Soul Bowl,blpkEVmOaHttHmp-IlalnQ,$$,https://www.yelp.com/biz/soul-bowl-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 567-7044,4.0,20.0,SOUL BOWL,ChIJxxyJIsszs1IRITE_kzYPgaA,4.7,24,,4.38,44.0
823,SOVEREIGN GROUNDS,"813 E 48th St, Minneapolis, MN 55417, United States",44.91588,-93.26214,"[36072, 188237, 243417, 243416, 304288]","['2017/01/18', '2018/02/08', '2018/03/15', '2019/03/06', '2019/05/09']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[96, 86, 98, 90, 92]","Fri, Mar 13, 2020 at 02:57 AM",['Coffee & Tea'],Sovereign Grounds,IItgZLjXlERFOCBmEZiLsw,$,https://www.yelp.com/biz/sovereign-grounds-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,[],(612) 825-6157,4.0,87.0,Sovereign Grounds,ChIJXXueNSsm9ocRC4dtUK5E5PE,4.7,481,1.0,4.59,568.0
824,SPARROW CAFE,"5001 Penn Ave S, Minneapolis, MN 55419, United States",44.91216,-93.30845,"[36108, 246816]","['2018/03/27', '2019/09/24']","['Routine', 'Routine']","[100, 100]","Fri, Mar 13, 2020 at 02:57 AM","['Cafes', 'Coffee & Tea']",Sparrow Café,n0FRKOfLWSJkA6rohp_ajQ,$,https://www.yelp.com/biz/sparrow-caf%C3%A9-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 353-5177,4.5,70.0,Sparrow Cafe,ChIJX1KcLOMm9ocRibXBwIGfcjM,4.6,140,1.0,4.57,210.0
825,SPHYNX CAFE,"813 SE 4th St, Minneapolis, MN 55414, United States",44.98383,-93.24321,"[180219, 195376, 200146, 36144, 225047, 232792, 237212, 245390, 225046, 271459, 277092, 280524, 290958, 271458, 330361]","['2017/03/30', '2017/05/23', '2017/07/11', '2017/08/22', '2017/11/09', '2018/01/04', '2018/02/27', '2018/04/19', '2018/08/30', '2018/10/24', '2018/11/27', '2019/01/17', '2019/03/12', '2019/09/19', '2019/11/20']","['Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up']","[94, 94, 100, 82, 84, 84, 94, 98, 74, 92, 94, 94, 96, 86, 94]","Fri, Mar 13, 2020 at 02:57 AM","['Mediterranean', 'Greek', 'Cafes']",Sphynx Café,WANNoXSxSIh5t30s4slRlA,$,https://www.yelp.com/biz/sphynx-caf%C3%A9-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 259-7174,4.5,81.0,Sphynx Cafe,ChIJSyhN7nIts1IRTpQp-tSWOhk,4.4,149,1.0,4.44,230.0
826,SPITZ,"518 E Hennepin Ave, Minneapolis, MN 55414, United States",44.98917,-93.25233,"[36203, 214080, 263879, 263878, 319552]","['2017/07/31', '2018/08/03', '2018/09/07', '2019/07/30', '2019/09/03']","['Routine', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[96, 90, 100, 90, 100]","Fri, Mar 13, 2020 at 02:57 AM","['Mediterranean', 'Bars']",Spitz,t6gOJACxHQFveV1-vmEZmg,$$,https://www.yelp.com/biz/spitz-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,"['pickup', 'delivery']",(612) 584-4922,4.0,187.0,Spitz - Minneapolis,ChIJoWZ_KXgts1IROrKoK6_csSc,4.6,745,2.0,4.48,932.0
827,SPOON AND STABLE,"211 N 1st St, Minneapolis, MN 55401, United States",44.98531,-93.26965,"[36210, 192050, 199636, 192049, 246570, 246569, 307455]","['2017/03/01', '2017/05/12', '2017/06/14', '2018/03/15', '2018/04/18', '2019/03/28', '2019/05/04']","['Routine', 'Follow-Up', 'Follow-Up', 'Routine', 'Follow-Up', 'Routine', 'Follow-Up']","[79, 81, 98, 79, 96, 90, 100]","Fri, Mar 13, 2020 at 02:57 AM","['American (New)', 'Bars']",Spoon and Stable,5olLs-K-_k_rWrrNLjvy0w,$$$,https://www.yelp.com/biz/spoon-and-stable-minneapolis-4?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 224-9850,4.5,904.0,Spoon and Stable,ChIJpQmgMoQys1IRID1e5YB8eMo,4.7,1575,4.0,4.63,2479.0
828,SPRING HOUSE MINISTRY CENTER,"610 W 28th St, Minneapolis, MN 55408, United States",44.95228,-93.2871,"[36286, 189875, 241240, 287250]","['2017/01/30', '2018/01/18', '2018/07/21', '2019/06/16']","['Routine', 'Routine', 'Routine', 'Routine']","[100, 100, 100, 100]","Fri, Mar 13, 2020 at 02:57 AM","['Asian Fusion', 'Breakfast & Brunch', 'Sandwiches']",World Street Kitchen,TRj1IbnWC7T5pGiTw6B4-w,$$,https://www.yelp.com/biz/world-street-kitchen-minneapolis-2?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 424-8855,4.0,542.0,SpringHouse Ministry Center,ChIJHUQNPYgn9ocRdnGTGaCsd_w,4.6,48,,4.05,590.0
829,SPRING STREET TAVERN AND CLUB UNDERGROUN,"355 Monroe St NE, Minneapolis, MN 55413, United States",44.99489,-93.25206,"[36307, 192758, 192757, 246687, 305027]","['2017/03/14', '2017/04/14', '2018/03/16', '2019/03/15', '2019/05/02']","['Routine', 'Follow-Up', 'Routine', 'Routine', 'Follow-Up']","[88, 96, 96, 86, 98]","Fri, Mar 13, 2020 at 02:57 AM","['Dive Bars', 'Breakfast & Brunch', 'Burgers']",Spring Street Tavern,lqLDGKW_XPsB5eMntaxn4A,$,https://www.yelp.com/biz/spring-street-tavern-minneapolis?adjust_creative=cUXB22-eqCXgVCuSdCDCmA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=cUXB22-eqCXgVCuSdCDCmA,['delivery'],(612) 627-9123,3.5,85.0,Club Underground,ChIJm3s_t5wts1IRORcwer4msIw,4.5,19,,3.68,104.0
